vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,make_name,make_type,region,country,population,density,year_stolen,month_stolen,weekday_stolen
1960,Stationwagon,576.0,2003.0,DEMIO,Silver,2021-12-11,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Saturday
1961,Flat Deck Truck,587.0,1998.0,ATLAS,White,2021-10-07,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Thursday
1962,Stationwagon,610.0,1998.0,LEGACY,White,2021-12-11,115,Subaru,Standard,Otago,New Zealand,"246,000",7.89,2021,12,Saturday
1963,Stationwagon,610.0,1998.0,IMPREZA,White,2021-12-29,116,Subaru,Standard,Southland,New Zealand,"102,400",3.28,2021,12,Wednesday
1964,Other Truck,556.0,2000.0,FORWARD,Red,2022-03-24,114,Isuzu,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Thursday
1965,Utility,548.0,2008.0,UTE,Silver,2022-02-25,111,Holden,Standard,Nelson,New Zealand,"54,500",129.15,2022,2,Friday
1966,Stationwagon,548.0,2008.0,COMMODORE,Blue,2022-03-23,101,Holden,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Wednesday
1967,Hatchback,580.0,2008.0,COLT,Blue,2022-03-30,105,Mitsubishi,Standard,Gisborne,New Zealand,"52,100",6.21,2022,3,Wednesday
1968,Stationwagon,610.0,2002.0,LEGACY,Silver,2022-03-27,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Sunday
1969,Hatchback,633.0,2001.0,GOLF,Silver,2022-03-05,101,Volkswagen,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Saturday
1970,Saloon,610.0,1995.0,IMPREZA,Red,2022-03-17,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
1971,Hatchback,610.0,2001.0,IMPREZA,Blue,2021-12-03,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Friday
1972,Saloon,633.0,2004.0,PASSAT,Blue,2021-10-21,115,Volkswagen,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Thursday
1973,Stationwagon,610.0,1997.0,IMPREZA,White,2022-03-24,108,Subaru,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,3,Thursday
1974,Light Van,619.0,1996.0,LITEACE,Grey,2022-02-03,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Thursday
1975,Stationwagon,576.0,2001.0,FAMILIA,Red,2022-02-25,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Friday
1976,Hatchback,576.0,2004.0,DEMIO,Blue,2022-03-20,114,Mazda,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Sunday
1977,Saloon,580.0,1997.0,GALANT,Silver,2022-02-11,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Friday
1978,Saloon,548.0,2008.0,COMMODORE,Silver,2021-12-29,104,Holden,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Wednesday
1979,Utility,576.0,2005.0,BOUNTY,Black,2022-03-17,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Thursday
1980,Light Van,587.0,2007.0,CARAVAN,Silver,2022-02-27,105,Nissan,Standard,Gisborne,New Zealand,"52,100",6.21,2022,2,Sunday
1981,Saloon,550.0,1997.0,TORNEO,White,2022-02-01,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Tuesday
1982,Saloon,580.0,2008.0,LANCER,Red,2022-01-27,106,Mitsubishi,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,1,Thursday
1983,Utility,587.0,2008.0,NAVARA,Silver,2022-02-23,108,Nissan,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,2,Wednesday
1984,Stationwagon,576.0,1996.0,DEMIO,Green,2021-10-23,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2021,10,Saturday
1985,Stationwagon,576.0,1999.0,PREMACY,Blue,2022-02-07,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Monday
1986,Hatchback,611.0,2008.0,SWIFT,Black,2022-01-31,106,Suzuki,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,1,Monday
1987,Utility,587.0,2008.0,NAVARA,White,2022-04-04,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Monday
1988,Stationwagon,548.0,2008.0,VIVA,White,2022-02-09,102,Holden,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
1989,Stationwagon,587.0,2001.0,PRESAGE,Silver,2021-11-05,115,Nissan,Standard,Otago,New Zealand,"246,000",7.89,2021,11,Friday
1990,Utility,540.0,2008.0,RANGER,Silver,2022-03-21,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
1991,Light Van,577.0,2008.0,VITO,White,2021-12-18,102,Mercedes-Benz,Luxury,Auckland,New Zealand,"1,695,200",343.09,2021,12,Saturday
1992,Stationwagon,587.0,1998.0,TERRANO,Blue,2022-03-23,103,Nissan,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Wednesday
1993,Stationwagon,576.0,2003.0,ATENZA,Grey,2022-03-06,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Sunday
1994,Stationwagon,540.0,2001.0,ESCAPE,Red,2021-10-29,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,10,Friday
1995,Stationwagon,619.0,1998.0,HIACE,Silver,2022-01-07,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Friday
1996,Stationwagon,610.0,2000.0,LEGACY,White,2022-04-04,104,Subaru,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,4,Monday
1997,Stationwagon,576.0,1999.0,FAMILIA,Black,2021-11-19,106,Mazda,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,11,Friday
1998,Utility,548.0,2008.0,RODEO 4X2,White,2022-04-04,104,Holden,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,4,Monday
1999,Stationwagon,550.0,1995.0,ODYSSEY,Blue,2022-01-21,116,Honda,Standard,Southland,New Zealand,"102,400",3.28,2022,1,Friday
2000,Hatchback,550.0,2001.0,CIVIC,White,2022-03-06,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Sunday
2001,Saloon,548.0,2008.0,COMMODORE,Red,2022-02-06,105,Holden,Standard,Gisborne,New Zealand,"52,100",6.21,2022,2,Sunday
2002,Saloon,548.0,2008.0,EPICA,Silver,2022-03-22,102,Holden,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
2003,Mobile Home - Light,580.0,2007.0,EXPRESS,White,2022-04-05,114,Mitsubishi,Standard,Canterbury,New Zealand,"655,000",14.72,2022,4,Tuesday
2004,Saloon,619.0,2004.0,CORONA,Silver,2022-01-19,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Wednesday
2005,Stationwagon,540.0,2008.0,TERRITORY,Gold,2021-10-09,101,Ford,Standard,Northland,New Zealand,"201,500",16.11,2021,10,Saturday
2006,Stationwagon,619.0,2001.0,ESTIMA,Silver,2021-12-31,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Friday
2007,Saloon,587.0,1995.0,LUCINO,Grey,2022-02-28,103,Nissan,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Monday
2008,Stationwagon,576.0,2003.0,ATENZA,White,2022-01-09,101,Mazda,Standard,Northland,New Zealand,"201,500",16.11,2022,1,Sunday
2009,Stationwagon,610.0,2001.0,LEGACY,White,2021-12-16,114,Subaru,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Thursday
2010,Hatchback,576.0,2002.0,FAMILIA,Silver,2022-03-31,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
2011,Hatchback,611.0,2005.0,SWIFT,White,2022-01-20,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Thursday
2012,Hatchback,619.0,2001.0,COROLLA,Red,2022-04-05,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Tuesday
2013,Stationwagon,540.0,2002.0,MONDEO,Silver,2022-04-05,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Tuesday
2014,Stationwagon,576.0,2000.0,FAMILIA,White,2022-02-11,105,Mazda,Standard,Gisborne,New Zealand,"52,100",6.21,2022,2,Friday
2015,Light Van,619.0,2000.0,HIACE,White,2022-03-22,103,Toyota,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Tuesday
2016,Saloon,570.0,2008.0,IS250,Silver,2021-10-26,102,Lexus,Luxury,Auckland,New Zealand,"1,695,200",343.09,2021,10,Tuesday
2017,Stationwagon,587.0,1999.0,CARAVAN,Black,2022-02-04,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Friday
2018,Stationwagon,576.0,2001.0,FAMILIA,White,2022-02-28,103,Mazda,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Monday
2019,Light Van,576.0,2003.0,BONGO,White,2021-11-16,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Tuesday
2020,Saloon,619.0,2008.0,CAMRY,Blue,2022-03-23,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
2021,Saloon,587.0,1999.0,SUNNY,Silver,2022-03-03,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
2022,Utility,587.0,2009.0,NAVARA,Silver,2021-11-04,104,Nissan,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Thursday
2023,Hatchback,576.0,2001.0,DEMIO,Green,2022-02-06,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Sunday
2024,Stationwagon,619.0,1996.0,ESTIMA,Silver,2022-02-05,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Saturday
2025,Utility,540.0,2009.0,RANGER,Silver,2022-03-27,106,Ford,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,3,Sunday
2026,Stationwagon,507.0,2003.0,ALLROAD,Green,2022-03-02,114,Audi,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Wednesday
2027,Stationwagon,610.0,2002.0,LEGACY,Silver,2021-10-28,115,Subaru,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Thursday
2028,Hatchback,633.0,2003.0,GOLF,Grey,2021-11-03,102,Volkswagen,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Wednesday
2029,Stationwagon,550.0,1999.0,ACCORD,Silver,2022-03-21,109,Honda,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Monday
2030,Light Van,580.0,2009.0,L300,White,2022-02-04,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Friday
2031,Stationwagon,619.0,1996.0,HILUX,Blue,2021-12-20,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Monday
2032,Hatchback,548.0,2009.0,ASTRA,Silver,2021-12-02,105,Holden,Standard,Gisborne,New Zealand,"52,100",6.21,2021,12,Thursday
2033,Stationwagon,576.0,1999.0,FAMILIA,White,2022-02-23,103,Mazda,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Wednesday
2034,Flat Deck Truck,576.0,1977.0,B1600,White,2021-11-10,101,Mazda,Standard,Northland,New Zealand,"201,500",16.11,2021,11,Wednesday
2035,Utility,587.0,2009.0,NAVARA,Silver,2022-03-31,104,Nissan,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Thursday
2036,Roadbike,565.0,2011.0,EXC,Orange,2022-02-10,114,KTM,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Thursday
2037,Utility,619.0,2009.0,HILUX,Green,2022-01-22,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Saturday
2038,Stationwagon,610.0,2001.0,IMPREZA,Blue,2021-12-28,108,Subaru,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2021,12,Tuesday
2039,Utility,619.0,2001.0,HILUX,White,2022-04-04,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,4,Monday
2040,Stationwagon,587.0,2009.0,MURANO,Black,2022-01-27,103,Nissan,Standard,Waikato,New Zealand,"513,800",21.5,2022,1,Thursday
2041,Saloon,548.0,2009.0,COMMODORE,Gold,2022-03-14,108,Holden,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,3,Monday
2042,Saloon,550.0,2001.0,ACCORD,White,2022-03-15,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
2043,Hatchback,576.0,2006.0,DEMIO,Silver,2022-02-14,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Monday
2044,Saloon,550.0,2002.0,TORNEO,Silver,2021-10-30,115,Honda,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Saturday
2045,Stationwagon,576.0,2002.0,ATENZA,Red,2021-12-22,103,Mazda,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Wednesday
2046,Saloon,512.0,1999.0,318I,Black,2021-12-14,102,BMW,Luxury,Auckland,New Zealand,"1,695,200",343.09,2021,12,Tuesday
2047,Saloon,587.0,2000.0,BLUEBIRD,Gold,2022-04-04,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Monday
2048,Saloon,580.0,2003.0,LANCER,White,2022-03-01,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
2049,Stationwagon,550.0,2001.0,CRV,Silver,2022-03-09,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
2050,Stationwagon,587.0,2001.0,PRIMERA,Silver,2022-01-18,104,Nissan,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Tuesday
2051,Hatchback,550.0,1999.0,LOGO,Yellow,2021-11-09,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Tuesday
2052,Hatchback,633.0,2001.0,BEETLE,Silver,2021-11-29,102,Volkswagen,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Monday
2053,Stationwagon,576.0,2000.0,FAMILIA,Black,2022-03-25,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Friday
2054,Hatchback,610.0,2001.0,IMPREZA,White,2021-12-14,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Tuesday
2055,Saloon,619.0,2009.0,AURION,Silver,2022-04-02,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Saturday
2056,Stationwagon,619.0,1997.0,SURF,White,2022-03-26,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Saturday
2057,Stationwagon,587.0,2002.0,CUBE,White,2021-10-28,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Thursday
2058,Stationwagon,550.0,2001.0,STREAM,Silver,2022-04-02,109,Honda,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Saturday
2059,Trailer,562.0,2005.0,KC846SA,Silver,2021-11-26,103,Kea,Standard,Waikato,New Zealand,"513,800",21.5,2021,11,Friday
2060,Trailer,623.0,2005.0,DOMESTIC TRAILER,Black,2021-11-08,109,Trailer,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Monday
2061,Trailer,549.0,2000.0,TRAILER,Grey,2022-02-18,103,Homebuilt,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Friday
2062,Trailer,562.0,2005.0,2855,Silver,2022-03-07,102,Kea,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
2063,Trailer,623.0,2005.0,RACEWELL,Silver,2022-03-21,103,Trailer,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Monday
2064,Trailer,623.0,2005.0,LOCHIEL,Green,2022-03-25,115,Trailer,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Friday
2065,Trailer,623.0,2005.0,BRIFORD,Grey,2022-02-09,109,Trailer,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Wednesday
2066,Trailer,562.0,2005.0,K744X,Silver,2021-10-29,103,Kea,Standard,Waikato,New Zealand,"513,800",21.5,2021,10,Friday
2067,Trailer,623.0,2005.0,EVENTS,White,2022-03-21,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Monday
2068,Caravan,637.0,1972.0,CARAVAN,White,2021-12-20,102,Zephyr,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Monday
2069,Boat Trailer,623.0,1976.0,LOCAL,Brown,2021-10-25,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,10,Monday
2070,Trailer,623.0,2005.0,HOMEBUILT,Black,2022-01-13,109,Trailer,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Thursday
2071,Saloon,548.0,2009.0,CRUZE,Red,2021-12-24,104,Holden,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Friday
2072,Utility,576.0,2005.0,BOUNTY,Silver,2022-03-19,105,Mazda,Standard,Gisborne,New Zealand,"52,100",6.21,2022,3,Saturday
2073,Hatchback,611.0,2000.0,SWIFT,Black,2021-12-28,103,Suzuki,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Tuesday
2074,Heavy Van,577.0,2009.0,SPRINTER,White,2021-11-10,102,Mercedes-Benz,Luxury,Auckland,New Zealand,"1,695,200",343.09,2021,11,Wednesday
2075,Stationwagon,550.0,1998.0,ODYSSEY,Blue,2021-12-20,108,Honda,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2021,12,Monday
2076,Saloon,507.0,2004.0,A6,Silver,2021-12-25,105,Audi,Standard,Gisborne,New Zealand,"52,100",6.21,2021,12,Saturday
2077,Utility,619.0,1991.0,HILUX,Red,2021-11-01,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Monday
2078,Stationwagon,548.0,2009.0,COMMODORE,White,2021-12-15,101,Holden,Standard,Northland,New Zealand,"201,500",16.11,2021,12,Wednesday
2079,Stationwagon,610.0,2004.0,LEGACY,Silver,2021-11-28,101,Subaru,Standard,Northland,New Zealand,"201,500",16.11,2021,11,Sunday
2080,Hatchback,619.0,2000.0,VITZ,Pink,2022-04-04,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Monday
2081,Utility,540.0,2005.0,COURIER,Black,2021-12-27,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Monday
2082,Hatchback,550.0,2000.0,CIVIC,Silver,2022-03-28,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
2083,Stationwagon,576.0,2001.0,TRIBUTE,Silver,2022-01-16,114,Mazda,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Sunday
2084,Saloon,610.0,2000.0,LEGACY,White,2021-11-03,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Wednesday
2085,Saloon,540.0,2009.0,FALCON,Silver,2022-02-23,105,Ford,Standard,Gisborne,New Zealand,"52,100",6.21,2022,2,Wednesday
2086,Stationwagon,550.0,1997.0,CRV,Silver,2022-02-21,108,Honda,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,2,Monday
2087,Utility,580.0,1994.0,L200 2.5DSLT 4WD DBL,White,2022-03-16,101,Mitsubishi,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Wednesday
2088,Saloon,548.0,2009.0,COMMODORE,Blue,2022-01-14,105,Holden,Standard,Gisborne,New Zealand,"52,100",6.21,2022,1,Friday
2089,Stationwagon,576.0,2003.0,ATENZA,Red,2021-10-26,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Tuesday
2090,Stationwagon,576.0,1998.0,FAMILIA,Silver,2022-03-28,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
2091,Utility,548.0,2009.0,COLORADO,Grey,2021-10-11,108,Holden,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2021,10,Monday
2092,Stationwagon,610.0,2002.0,LEGACY,Blue,2021-10-26,111,Subaru,Standard,Nelson,New Zealand,"54,500",129.15,2021,10,Tuesday
2093,Stationwagon,619.0,2000.0,FUNCARGO,Silver,2022-03-31,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
2094,Stationwagon,576.0,2002.0,PREMACY,Black,2022-03-17,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
2095,Light Van,550.0,2005.0,CRV,Grey,2022-03-17,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
2096,Stationwagon,611.0,2001.0,AERIO,Blue,2021-11-30,109,Suzuki,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Tuesday
2097,Saloon,548.0,1998.0,VT COMMODORE,Blue,2022-03-29,116,Holden,Standard,Southland,New Zealand,"102,400",3.28,2022,3,Tuesday
2098,Saloon,619.0,2001.0,ALTEZZA,Silver,2021-12-07,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Tuesday
2099,Stationwagon,610.0,2000.0,IMPREZA,White,2022-01-01,109,Subaru,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Saturday
2100,Hatchback,580.0,2004.0,COLT,White,2022-02-23,105,Mitsubishi,Standard,Gisborne,New Zealand,"52,100",6.21,2022,2,Wednesday
2101,Stationwagon,619.0,2009.0,LANDCRUISER PRADO,Grey,2022-02-12,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Saturday
2102,Utility,619.0,2007.0,HILUX,Silver,2022-02-21,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Monday
2103,Hatchback,540.0,2009.0,FIESTA,Blue,2021-10-25,114,Ford,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Monday
2104,Hatchback,633.0,2009.0,GOLF,Black,2021-10-24,102,Volkswagen,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Sunday
2105,Stationwagon,580.0,1991.0,PAJERO,Green,2022-03-22,106,Mitsubishi,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,3,Tuesday
2106,Utility,540.0,2009.0,RANGER,White,2021-11-28,109,Ford,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Sunday
2107,Stationwagon,610.0,2002.0,LEGACY,Silver,2022-02-15,109,Subaru,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Tuesday
2108,Stationwagon,619.0,2001.0,SPACIO,Gold,2021-10-19,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Tuesday
2109,Hatchback,550.0,2003.0,CIVIC,Silver,2022-03-28,103,Honda,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Monday
2110,Saloon,587.0,2002.0,BLUEBIRD,Red,2022-03-23,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
2111,Saloon,548.0,2009.0,CRUZE,Blue,2022-04-01,101,Holden,Standard,Northland,New Zealand,"201,500",16.11,2022,4,Friday
2112,Stationwagon,576.0,2002.0,ATENZA,Blue,2022-04-03,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Sunday
2113,Light Van,587.0,2004.0,VANETTE,White,2022-02-16,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
2114,Stationwagon,610.0,2001.0,IMPREZA,Blue,2021-12-05,109,Subaru,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Sunday
2115,Stationwagon,550.0,2000.0,ODYSSEY,White,2021-11-19,104,Honda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Friday
2116,Stationwagon,576.0,2009.0,CX-7,Blue,2022-02-17,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Thursday
2117,Saloon,580.0,2004.0,LANCER,Blue,2022-02-05,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Saturday
2118,Hatchback,619.0,2002.0,ALLEX,Silver,2021-10-14,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Thursday
2119,Stationwagon,576.0,2003.0,FAMILIA,Silver,2021-11-08,114,Mazda,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Monday
2120,Hatchback,619.0,2009.0,COROLLA,Blue,2022-01-23,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Sunday
2121,Saloon,619.0,2000.0,PLATZ,Gold,2021-12-13,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Monday
2122,Stationwagon,576.0,2002.0,PREMACY,Silver,2022-04-03,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Sunday
2123,Stationwagon,540.0,2005.0,FIESTA,Silver,2022-01-20,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Thursday
2124,Utility,548.0,1994.0,2.6L PET LS SPA,Grey,2021-10-08,104,Holden,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,10,Friday
2125,Saloon,587.0,2002.0,SUNNY,Blue,2021-10-24,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Sunday
2126,Saloon,512.0,2002.0,330CI,Black,2022-03-02,114,BMW,Luxury,Canterbury,New Zealand,"655,000",14.72,2022,3,Wednesday
2127,Mobile Home - Light,540.0,1996.0,TRANSIT,White,2021-11-24,107,Ford,Standard,Taranaki,New Zealand,"127,300",17.55,2021,11,Wednesday
2128,Convertible,512.0,2004.0,Z4,Black,2022-03-22,102,BMW,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
2129,Stationwagon,556.0,2000.0,WIZARD,Gold,2021-10-31,114,Isuzu,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Sunday
2130,Saloon,550.0,2003.0,ACCORD,Silver,2021-10-12,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Tuesday
2131,Stationwagon,610.0,2000.0,LEGACY,White,2021-12-12,109,Subaru,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Sunday
2132,Utility,548.0,2010.0,COLORADO,Red,2022-03-19,105,Holden,Standard,Gisborne,New Zealand,"52,100",6.21,2022,3,Saturday
2133,Saloon,570.0,2007.0,IS350,White,2022-03-23,102,Lexus,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
2134,Saloon,587.0,2002.0,SUNNY,Silver,2022-04-04,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Monday
2135,Stationwagon,619.0,2001.0,ALTEZZA,Silver,2022-02-23,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Wednesday
2136,Stationwagon,550.0,2002.0,ODYSSEY,White,2021-12-17,103,Honda,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Friday
2137,Saloon,512.0,2002.0,318I,Green,2021-11-08,104,BMW,Luxury,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Monday
2138,Utility,540.0,2001.0,COURIER,White,2022-03-26,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Saturday
2139,Stationwagon,619.0,2000.0,ESTIMA,Silver,2021-10-20,115,Toyota,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Wednesday
